site,datetime,stat,bp,co,no,no2,nox,out_rh,out_t,pm25t,sigtheta,sonicwd,sonicws,uvpm
Parkway East,2017-05-02T00:00:00,Avg,722.9,0.2524,2.6,5.3,8,60.1,12.8,3,32.8,258,8.5,395
Parkway East,2017-06-08T00:00:00,Avg,728.1,0.6681,9.7,12.9,22,71.1,16.5,6,55.1,36,1.5,1393
Parkway East,2017-05-12T00:00:00,Avg,726.5,0.42,6.5,9.1,15.2,77.5,12.3,4,77.6,167,1.3,879
Parkway East,2017-04-14T00:00:00,Avg,735.5,0.4836,5.8,10.9,16.9,45.9,16.4,9,46.6,87,1.7,1328
Parkway East,2017-04-29T00:00:00,Avg,730.9,0.5645,4.3,8.5,12.9,83.2,18.4,7,37.5,227,3.6,913
Parkway East,2017-10-07T00:00:00,Avg,727.9,0.271,1,7.2,8.1,67.8,22.4,10,34.4,169,3.7,1190
Parkway East,2017-05-14T00:00:00,Avg,724.8,0.4727,2.6,6.8,9.3,58.4,15.5,10,39.6,317,4.8,1156
Parkway East,2017-04-26T00:00:00,Avg,723.1,0.2579,3,7.1,10.2,73,18.5,6,41.5,151,1.9,756
Parkway East,2017-05-04T00:00:00,Avg,727.7,0.2131,1.4,4.7,6.2,69.6,12.8,6,61.4,181,2.1,514
Parkway East,2017-07-22T00:00:00,Avg,726.4,0.2968,1.1,5,6.1,87.6,23.7,12,25,210,4.2,784
Parkway East,2017-05-09T00:00:00,Avg,728.1,0.6301,5,15.8,20.9,50.8,11.2,10,42.6,200,2.7,1341
Parkway East,2017-06-24T00:00:00,Avg,726.3,0.4385,3.2,6.8,10.2,65.5,22.8,7,45.9,271,4.3,628
Parkway East,2017-06-05T00:00:00,Avg,723.4,0.3846,2.2,9,11.2,80.2,19.7,12,34.6,222,3.6,1288
Parkway East,2017-05-06T00:00:00,Avg,717,0.3336,4.1,4.8,9,90.2,7.2,3,35.9,312,5.6,324
Parkway East,2017-04-19T00:00:00,Avg,732.7,0.1796,0.9,5.3,6.2,66.3,18.4,7,25.7,192,5.2,628
Parkway East,2017-06-04T00:00:00,Avg,727,0.517,1.5,9.5,11.1,73,19.7,19,33.5,181,3.6,1918
Parkway East,2017-05-24T00:00:00,Avg,720,0.2422,1.9,5.1,7.1,77.6,16.9,6,66.1,195,2.1,699
Parkway East,2017-05-11T00:00:00,Avg,725.7,0.5617,11.2,13.7,24.1,83.2,12.4,9,61.2,74,1.8,1485
Parkway East,2017-04-18T00:00:00,Avg,735.2,0.3118,4.1,8.8,13,46.6,15.6,5,51,131,2,719
Parkway East,2017-04-20T00:00:00,Avg,728.9,0.2897,1.7,9.2,11,79,19.6,9,20.4,204,5.8,911
Parkway East,2017-04-28T00:00:00,Avg,729.4,0.4603,6.2,10.1,16.4,66.8,16.3,8,40.9,167,2.8,1080
Parkway East,2017-04-15T00:00:00,Avg,732.5,0.4574,1.8,10.4,12.2,53,19.4,17,22.2,188,4.4,2016
Parkway East,2017-06-07T00:00:00,Avg,728.9,0.5529,13.9,9.7,23.7,76.2,15.6,4,42,48,2.6,930
Parkway East,2017-05-17T00:00:00,Avg,728.7,0.4223,1.5,10.8,12.8,54,24.9,18,24.3,210,5.4,1651
Parkway East,2017-05-05T00:00:00,Avg,716.2,0.4263,6.9,8.3,15.3,82.2,15.2,3,59.7,274,3.2,760
Parkway East,2017-04-21T00:00:00,Avg,726.7,0.4823,5.9,9.3,15.3,66.9,17.5,8,33.5,297,4.8,985
Parkway East,2017-05-13T00:00:00,Avg,725.2,0.7473,6.9,10.1,17,67.1,14.5,6,51.7,25,2.2,1003
Parkway East,2017-04-24T00:00:00,Avg,729.2,0.3068,4.9,8.2,13.1,63.2,12.6,4,66.9,178,1.5,654
Parkway East,2017-04-22T00:00:00,Avg,729.4,0.5884,6.5,7.6,14.2,64,10.6,4,37.8,17,3.3,709
Parkway East,2017-04-16T00:00:00,Avg,728.9,0.3018,0.7,4.1,4.9,67.4,20.1,8,23,225,8.2,680
Parkway East,2017-04-17T00:00:00,Avg,731.5,0.5753,9.8,12,21.9,53.9,16.8,5,34.1,16,3.6,981
Parkway East,2017-08-25T00:00:00,Avg,733.7,0.6644,12.8,11.1,24,75.3,17.5,10,43.4,356,1.6,1521
Parkway East,2017-05-03T00:00:00,Avg,731,0.4288,5.4,8.4,13.9,57.5,11.5,5,43.7,322,3.9,635
Parkway East,2017-04-25T00:00:00,Avg,725.7,0.3665,6.6,8.4,15.2,83,13.9,4,70.9,122,1.4,688
Parkway East,2017-05-22T00:00:00,Avg,729.5,0.5509,6.3,11.5,18,71.1,17.7,7,41.1,259,3.6,1165
Parkway East,2017-04-27T00:00:00,Avg,722.2,0.2954,2.2,6.9,9.2,67.8,20.5,9,30.5,175,5.1,909
Parkway East,2017-04-23T00:00:00,Avg,730.4,0.3327,2.2,4.8,7.2,52,13,2,57.8,106,1.9,451
Parkway East,2017-04-30T00:00:00,Avg,728.7,0.3139,1.3,5.2,6.5,66.3,23.1,13,42.6,180,4,971
Parkway East,2017-05-01T00:00:00,Avg,721.6,0.2949,1.1,6.6,7.9,69.3,20.9,8,32.7,205,5.3,765
Parkway East,2017-05-10T00:00:00,Avg,728.3,0.5902,11.7,17.2,29,48.2,16.3,11,50.8,355,2.1,1967
Parkway East,2017-05-08T00:00:00,Avg,728.4,0.4666,9.6,11.4,21.1,48.7,9.1,4,45.8,327,3.7,815
Parkway East,2017-05-16T00:00:00,Avg,729.5,0.4396,3.4,11.2,14.7,59.4,19.3,14,29.7,180,3.4,1431
Parkway East,2017-06-15T00:00:00,Avg,726.9,0.5194,2.4,9.2,11.8,82.9,23.6,12,34.6,199,3.4,1320
Parkway East,2017-05-07T00:00:00,Avg,723.8,0.3361,2.4,4.5,7,58.5,9.4,4,40.2,315,5.3,305
Parkway East,2017-05-28T00:00:00,Avg,724.4,0.2851,0.6,4.5,5.3,81.3,20.4,14,30.3,186,3.5,1162
Parkway East,2017-05-30T00:00:00,Avg,728.6,0.4305,2.5,9.5,12.1,61.1,21.4,11,37.9,219,4.2,1143
Parkway East,2017-06-13T00:00:00,Avg,729.5,0.6918,2.9,12.7,15.8,76.5,24.6,18,41.7,202,2.9,1938
Parkway East,2017-05-26T00:00:00,Avg,724.5,0.4933,6.7,10.3,17.1,81.8,16.4,6,45.9,299,3.8,1010
Parkway East,2017-12-07T00:00:00,Avg,729.4,0.3502,5.9,9.1,15.1,63.1,0.8,7,30.3,268,6.1,551
Parkway East,2017-10-12T00:00:00,Avg,732.7,0.3541,6.3,7,13.4,88,18,5,56.4,211,1.7,1036
Parkway East,2017-06-17T00:00:00,Avg,725.4,0.3039,1,4.8,5.8,74,24.8,9,31.6,169,2.8,840
Parkway East,2017-05-20T00:00:00,Avg,732.8,0.7144,9,7.5,16.6,71.4,18.9,9,49.6,54,2.4,1070
Parkway East,2017-05-15T00:00:00,Avg,729.3,0.5538,10.4,10.5,21,52.8,14.8,4,43.7,332,3.4,914
Parkway East,2017-05-19T00:00:00,Avg,729.3,0.6156,7.4,12.3,19.7,64.7,23.9,11,38.8,303,3.6,1532
Parkway East,2017-05-18T00:00:00,Avg,728.1,0.5303,1.5,12.9,14.4,58.1,24.7,19,24.7,216,5.9,1603
Parkway East,2017-05-23T00:00:00,Avg,725.7,0.2674,3.5,8.1,11.8,66,17.2,7,52.5,173,1.9,978
Parkway East,2017-05-25T00:00:00,Avg,717.4,0.3158,3.1,7.3,10.5,85.8,15.7,3,43,224,3.4,571
Parkway East,2017-05-21T00:00:00,Avg,731.1,0.1891,0.3,3.2,3.5,84.9,18.7,7,41.9,184,2.9,502
Parkway East,2017-07-28T00:00:00,Avg,725.2,0.5587,6.6,9.6,16.3,85,22.9,13,44.6,75,2.1,1474
Parkway East,2017-06-02T00:00:00,Avg,730.4,0.9519,12.1,15.7,27,54.3,19.1,12,45.3,346,2.9,1882
Parkway East,2017-06-30T00:00:00,Avg,728.3,0.3864,2.2,6.4,8.5,77.6,24.4,10,37,187,3.5,1067
Parkway East,2017-06-01T00:00:00,Avg,729.9,0.5405,8.4,12.5,21,61.3,18.3,9,47,270,3,1279
Parkway East,2017-06-29T00:00:00,Avg,730,0.368,1.1,8.2,9.5,63.2,23.3,14,26.1,206,6,1162
Parkway East,2017-06-12T00:00:00,Avg,731.2,0.6292,3.1,11.7,15,59.6,26.2,19,38.3,219,3.4,1877
Parkway East,2017-05-29T00:00:00,Avg,726.7,0.3941,1.5,5.7,7.4,69.3,20.7,7,41.1,230,3.7,648
Parkway East,2017-05-27T00:00:00,Avg,726.8,0.4769,3.4,8.2,11.5,84.4,17.6,11,50.5,126,1.4,1270
Parkway East,2017-07-03T00:00:00,Avg,730.8,0.6898,5.5,11.6,17.1,71.3,23.5,14,53.8,226,2,1877
Parkway East,2017-05-31T00:00:00,Avg,729.2,0.4264,2.2,9.7,11.9,73.2,18,10,39.7,195,4,1105
Parkway East,2017-06-03T00:00:00,Avg,730.1,0.7689,3.9,11.7,15.7,49.3,21.6,13,48,349,2.7,1540
Parkway East,2017-07-07T00:00:00,Avg,726.5,0.3801,4.1,7.8,12,81.7,22.6,7,33.3,247,4.4,1089
Parkway East,2017-06-20T00:00:00,Avg,728.5,0.3207,3.5,8.3,11.6,59.7,21,6,33.4,233,5,730
Parkway East,2017-06-28T00:00:00,Avg,732.4,0.9741,7.8,10.9,18.8,63.9,18.4,22,33.8,187,3.3,2528
Parkway East,2017-06-16T00:00:00,Avg,726.5,0.4542,3.3,9.8,13.1,86.4,22.3,10,44.6,186,2,1578
Parkway East,2017-09-09T00:00:00,Avg,737.5,0.6598,6.6,7.5,14.2,69.9,15.2,6,44.3,48,2.1,1151
Parkway East,2017-06-19T00:00:00,Avg,725.4,0.3049,4.4,8.3,12.8,77.6,21.6,6,32.4,235,4.6,793
Parkway East,2017-06-06T00:00:00,Avg,725.5,0.4492,8.9,8.4,17.4,73,16.2,5,40.3,318,3.6,900
Parkway East,2017-06-10T00:00:00,Avg,729.5,0.2565,0.5,5.8,6.3,55.7,23.7,14,21.4,212,6.4,830
Parkway East,2017-07-25T00:00:00,Avg,733,0.5361,7.9,8.9,16.9,66.1,21.3,6,46.6,340,2.5,937
Parkway East,2017-06-09T00:00:00,Avg,726.6,0.5555,13.5,15.5,29,62.2,19.5,13,39.9,260,3.3,2125
Parkway East,2017-06-11T00:00:00,Avg,731.9,0.4611,0.9,7.5,8.5,56.6,25.1,16,28.4,221,5,1316
Parkway East,2017-06-14T00:00:00,Avg,729.2,0.4023,3.7,11.3,15.1,83.7,23.6,15,49.2,186,1.9,1466
Parkway East,2017-06-21T00:00:00,Avg,728.6,0.7046,6,14.6,20.7,69,22.2,13,48.6,235,2.7,1560
Parkway East,2017-08-06T00:00:00,Avg,731.6,0.4817,2.3,7.2,9.5,81.9,19,11,39.1,166,1.5,1513
Parkway East,2017-06-18T00:00:00,Avg,723.8,0.2946,0.6,4.9,5.6,74.3,24.9,8,22.6,205,6.6,809
Parkway East,2017-07-11T00:00:00,Avg,728.6,0.3128,1.4,6.9,8.4,84.3,22.7,10,25.3,210,4.4,865
Parkway East,2017-06-27T00:00:00,Avg,730.4,0.4939,7.2,9.7,16.5,61.4,17.5,4,43.3,266,3.7,827
Parkway East,2017-08-02T00:00:00,Avg,731.2,1.0262,5,12.6,17.1,74.7,23.2,23,37,152,2.3,2724
Parkway East,2017-06-22T00:00:00,Avg,728.8,0.3249,1.7,6.8,8.6,75.5,24.3,16,27.1,195,4.6,1357
Parkway East,2017-06-23T00:00:00,Avg,723.3,0.2953,3.1,6.5,9.7,89.3,21.9,4,28.3,221,5,778
Parkway East,2017-06-25T00:00:00,Avg,730.3,0.4994,3.4,8.2,11.7,57.3,20.4,7,46.9,267,3.7,874
Parkway East,2017-07-01T00:00:00,Avg,727.5,0.4161,1.9,6.1,8.1,72.4,25.1,9,32.7,228,4.9,997
Parkway East,2017-06-26T00:00:00,Avg,730.2,0.3215,4.2,9.2,13.5,56.3,18.4,5,41.8,228,4.3,726
Parkway East,2017-11-08T00:00:00,Avg,734.2,0.6066,14.4,12.8,27.3,69.3,5.1,5,45.7,48,1.9,1075
Parkway East,2017-07-12T00:00:00,Avg,730.6,0.3618,2.4,7.6,10.1,74.3,25.6,15,27.2,216,4.6,1194
Parkway East,2017-07-14T00:00:00,Avg,729.7,0.5905,5.3,10.9,16.4,76.3,25.5,13,44,246,2.9,1596
Parkway East,2017-07-02T00:00:00,Avg,730.4,0.4804,2.4,7.3,9.8,61.1,25,9,40.5,240,3.3,827
Parkway East,2018-02-02T00:00:00,Avg,735.1,0.3657,7.7,8.4,16.2,66.2,-8,8,28.8,299,6.8,509
Parkway East,2017-09-22T00:00:00,Avg,731.7,0.7524,12.8,14.7,27.6,65.8,23.1,11,54.3,64,1.4,1933
Parkway East,2017-08-17T00:00:00,Avg,728.2,0.3426,1.2,6.9,8.3,74.9,24.5,12,30.8,177,3.6,1029
Parkway East,2017-07-24T00:00:00,Avg,726.6,0.3706,4.3,7.1,11.5,75.4,22.6,8,37.5,280,4.1,970
Parkway East,2017-07-05T00:00:00,Avg,731.6,0.3462,2.9,7,10,69.1,25.5,13,61.5,195,1.7,1167
Parkway East,2017-07-04T00:00:00,Avg,731.2,0.5044,3.5,8.9,12.5,67.6,25.3,13,52.7,37,2.1,1151
Parkway East,2017-07-08T00:00:00,Avg,727,0.5056,3.3,7,10.4,75.8,21.1,8,43.7,258,3.3,699
Parkway East,2017-07-09T00:00:00,Avg,730.9,0.7419,4.2,8.2,12.4,65.6,20.5,14,43.7,184,2.3,1589
Parkway East,2017-07-06T00:00:00,Avg,729.5,0.405,2.3,7.3,9.6,84.8,23,11,51.8,141,1.6,1068
Parkway East,2017-08-16T00:00:00,Avg,730.3,0.5136,5.4,11,16.5,65,25.3,12,50.8,29,1.9,1386
Parkway East,2017-10-06T00:00:00,Avg,731.5,0.2576,1.3,8.9,10,86.9,19.5,15,25.6,191,2.8,1453
Parkway East,2017-09-29T00:00:00,Avg,731.5,0.6659,11.2,11.4,22.6,73.3,14.8,9,40.1,282,2.9,1397
Parkway East,2017-07-10T00:00:00,Avg,729.7,0.7142,3.2,10.6,13.9,81.8,19.8,15,32.6,180,3.7,1685
Parkway East,2017-07-15T00:00:00,Avg,730.3,0.6322,6,8.4,14.5,68.9,23.3,8,48.1,3,2.2,988
Parkway East,2017-07-19T00:00:00,Avg,731.3,0.7817,5.3,15.3,20.7,67.3,27.3,23,43.5,231,2.5,2515
Parkway East,2017-07-20T00:00:00,Avg,730,0.665,4.7,13.2,18,72.6,26.2,21,39.4,209,3.5,2820
Parkway East,2017-11-04T00:00:00,Avg,732.7,0.2044,1.3,4.3,5.7,76.1,9.8,8,53.1,163,1.6,723
Parkway East,2017-07-16T00:00:00,Avg,729.3,0.8068,5,10.2,15.3,70,23.1,14,49.8,192,2,1913
Parkway East,2017-09-02T00:00:00,Avg,729.7,0.2482,1.3,3.5,4.9,81.9,14.9,5,56.4,188,1.7,517
Parkway East,2017-07-21T00:00:00,Avg,728.7,0.5694,4.6,11,15.7,74.3,27.1,15,42.5,229,2.6,1892
Parkway East,2017-08-11T00:00:00,Avg,730.3,0.8126,3.8,11,14.9,81,22.1,16,39.9,180,2.5,1478
Parkway East,2017-10-04T00:00:00,Avg,737.2,0.5207,2.9,10.5,13.4,59.4,20.2,13,25,200,4,1222
Parkway East,2017-08-12T00:00:00,Avg,728,0.82,4.6,12.7,17.4,73.5,22.3,18,42.8,257,2.7,1831
Parkway East,2017-07-26T00:00:00,Avg,732.5,0.5012,2.8,9.3,12.2,72.1,21.8,10,44.1,157,1.9,1311
Parkway East,2017-07-27T00:00:00,Avg,728.1,0.6149,3.5,10.6,14.3,74.5,23.7,17,34.8,195,2.5,1901
Parkway East,2017-07-17T00:00:00,Avg,729.8,0.7125,5.6,12.5,18.2,70.9,25,18,42.2,140,2.1,1961
Parkway East,2017-07-18T00:00:00,Avg,731.5,0.6923,7.9,14.2,22.2,67.7,26.1,16,56.1,9,1.5,1738
Parkway East,2017-07-13T00:00:00,Avg,730.5,0.2686,1.7,6.4,8.1,80.8,24.3,11,23.8,214,4.8,928
Parkway East,2017-08-08T00:00:00,Avg,731.5,0.7941,11.8,11.7,23.6,66.4,20.7,8,48.5,2,2.3,1310
Parkway East,2017-08-21T00:00:00,Avg,732.7,0.3562,2.5,8.1,10.6,75.2,24.7,17,26,187,3.5,1660
Parkway East,2017-10-08T00:00:00,Avg,727,0.2771,1.3,5,6.3,84.4,20.9,6,40,203,3.6,554
Parkway East,2017-12-04T00:00:00,Avg,733.2,0.3419,8.9,13.3,22.3,64.8,7.6,17,24.6,139,2.4,1807
Parkway East,2017-07-23T00:00:00,Avg,724.5,0.2523,1,4.1,5.2,85.4,23.9,9,27.5,220,4,706
Parkway East,2017-08-01T00:00:00,Avg,731.8,1.519,13.2,19.8,33.1,67.7,23.8,22,58.7,100,1.1,3579
Parkway East,2017-07-30T00:00:00,Avg,731.6,0.7073,5.5,6.4,12,64.9,23.1,12,46,0,2.1,1169
Parkway East,2017-08-07T00:00:00,Avg,729.2,0.647,10.1,11,21.3,87.4,19.1,9,56.3,93,1.2,1542
Parkway East,2017-09-10T00:00:00,Avg,738.7,0.5057,3.5,4.5,8.1,69.6,15.5,5,43.8,56,1.7,574
Parkway East,2017-08-04T00:00:00,Avg,727.5,0.5141,1.6,8.2,9.9,75.3,23,11,32.4,205,4.8,1131
Parkway East,2018-01-07T00:00:00,Avg,737.9,0.7062,12.4,21.4,33.9,56.9,-10.7,22,33.4,174,4.3,1786
Parkway East,2017-09-15T00:00:00,Avg,732,0.9394,10.1,13.5,23.7,84,19.2,13,45.8,183,1.3,2037
Parkway East,2017-08-14T00:00:00,Avg,728.2,0.3249,3,8.1,10.9,76.2,21.7,12,34.9,187,2.9,1133
Parkway East,2017-07-31T00:00:00,Avg,732.8,0.7424,10.1,13,23.2,61.6,24.2,11,52.1,22,1.7,1521
Parkway East,2017-09-23T00:00:00,Avg,732.1,0.8564,8.1,14.7,22.9,60.5,23.6,10,59.7,115,1.2,1625
Parkway East,2017-07-29T00:00:00,Avg,727.9,0.6337,6.6,6.4,13.1,72.6,19.8,4,43.8,35,2.6,779
Parkway East,2017-08-03T00:00:00,Avg,730.9,0.4848,2,8.9,11,70.4,24.1,14,33.5,195,3.2,1619
Parkway East,2017-08-13T00:00:00,Avg,730.2,0.5569,3.8,7,11,71,21.1,11,44.6,32,1.6,1260
Parkway East,2017-08-05T00:00:00,Avg,730,0.4866,3.8,5.6,9.5,68.9,19,7,41.8,256,4,714
Parkway East,2017-09-28T00:00:00,Avg,729.9,0.5133,7.7,8.3,16.1,62,18.4,3,44.3,8,3.4,676
Parkway East,2017-08-22T00:00:00,Avg,727.7,0.3967,2.8,9.5,12.3,83.2,23.7,15,28.7,214,4.9,1629
Parkway East,2017-08-09T00:00:00,Avg,734.4,0.7844,6.7,8.9,15.7,66.8,20.8,15,45.7,127,1.3,1820
Parkway East,2017-08-10T00:00:00,Avg,733.4,0.2443,0.8,5,5.9,74.1,20.7,10,37.6,161,2.3,787
Parkway East,2017-10-05T00:00:00,Avg,733.5,0.3478,2.5,13,15.3,82.4,19.1,12,26.6,206,3.2,1494
Parkway East,2017-08-26T00:00:00,Avg,735.2,0.6619,7.2,8,15.3,70.2,18.4,10,52.7,56,1.4,1515
Parkway East,2017-09-19T00:00:00,Avg,729.4,0.4253,4.4,8.8,12.9,74.5,22.5,11,50.9,108,1.3,1418
Parkway East,2017-09-20T00:00:00,Avg,729.6,0.7658,8.4,17.2,25.6,75.5,22.3,17,54.3,162,1.2,2271
Parkway East,2017-10-02T00:00:00,Avg,737.4,0.4873,8.7,10.8,19.5,59.3,15.9,7,44.2,89,1.2,1141
Parkway East,2017-08-27T00:00:00,Avg,733.3,0.2737,0.8,3.7,4.6,74.4,20,12,68.8,157,1.3,997
Parkway East,2018-01-03T00:00:00,Avg,731.3,0.8227,14.2,24.1,38.3,57.8,-9.5,19,30.6,205,3.9,2079
Parkway East,2017-09-24T00:00:00,Avg,732.2,0.7266,5.3,11.6,17,65.6,25,13,50.9,89,1.3,1599
Parkway East,2017-10-13T00:00:00,Avg,734.2,0.1644,0.6,2.8,3.5,77.8,17.9,5,55.9,178,1.6,442
Parkway East,2017-09-11T00:00:00,Avg,735.2,0.3119,4.2,6.5,10.5,71.7,16.4,5,58.8,101,1.2,1057
Parkway East,2018-02-19T00:00:00,Avg,732.6,0.5171,3.1,12.7,15.9,81.9,10.6,9,21.9,164,3.2,1265
Parkway East,2017-09-14T00:00:00,Avg,727.8,0.4287,3.3,7.5,10.8,87.9,18,7,34.1,210,2.4,852
Parkway East,2017-12-26T00:00:00,Avg,738.3,0.3852,6.3,8.8,15.2,55.2,-7.5,8,32.5,282,5.8,522
Parkway East,2017-08-23T00:00:00,Avg,727.8,0.6237,9.4,11.8,21.3,65.4,21.5,8,52.2,328,2.2,1295
Parkway East,2017-08-28T00:00:00,Avg,732.9,0.2062,2.6,4.9,7.6,67.3,19.8,10,60.6,183,1.8,1316
Parkway East,2017-08-19T00:00:00,Avg,727.9,0.5075,2.5,8.5,11.1,80.6,21.3,12,44.8,200,2.7,1261
Parkway East,2017-08-24T00:00:00,Avg,729.5,0.6098,11.5,12.8,24.5,79.5,18.2,11,47.9,64,1.8,1774
Parkway East,2017-08-15T00:00:00,Avg,727.4,0.6173,4.2,10.6,14.9,69.4,25,16,42.5,241,2.1,1718
Parkway East,2017-08-18T00:00:00,Avg,725.7,0.4826,3.5,9.3,12.9,74.7,25.1,6,36.3,231,4,1167
Parkway East,2017-08-29T00:00:00,Avg,731,0.2623,3.3,5.3,8.7,71.9,19.2,7,66,189,1.3,1131
Parkway East,2017-08-20T00:00:00,Avg,732.2,0.7294,2.2,6,8.3,72.9,22.5,17,42.2,159,1.8,1641
Parkway East,2017-08-30T00:00:00,Avg,729.7,0.4505,4.6,9.6,14.2,74.6,20,10,39.8,193,2,1625
Parkway East,2017-12-20T00:00:00,Avg,729.3,0.5728,11,13,24.1,58,3.9,8,32.7,334,4,1172
Parkway East,2017-09-01T00:00:00,Avg,732.3,0.4991,10.9,8.1,19.1,70.5,14.3,7,66.7,65,1.7,1097
Parkway East,2017-09-30T00:00:00,Avg,736.5,0.4908,3.5,4.8,8.4,67.2,13,4,43,8,2.8,705
Parkway East,2017-09-12T00:00:00,Avg,728.6,0.3044,3.9,7,10.9,72.2,17.7,7,75.2,122,1,996
Parkway East,2017-08-31T00:00:00,Avg,730.3,0.6402,9.9,13.7,23.7,74.6,20.2,14,40,327,2.7,2236
Parkway East,2017-09-05T00:00:00,Avg,724.4,0.5131,5.4,9.6,14.8,80.4,20.1,23,38,220,3.8,2812
Parkway East,2017-09-04T00:00:00,Avg,727.1,0.3464,1.2,5.5,6.8,75.9,21.1,16,24.9,198,5.9,1442
Parkway East,2017-09-03T00:00:00,Avg,728.6,0.4569,2.3,5.7,8.1,77.7,18.2,9,36.8,240,4.1,899
Parkway East,2017-09-16T00:00:00,Avg,733.2,0.7532,9.1,9.9,19.2,81.2,21.3,15,56.4,55,1,2004
Parkway East,2017-09-13T00:00:00,Avg,725.5,0.4135,4.8,8.2,13.1,74.7,21.1,7,40.8,214,2.4,1091
Parkway East,2017-10-03T00:00:00,Avg,739.9,0.4881,5.1,10.3,15.6,59.3,17.8,8,37,126,2.2,984
Parkway East,2017-11-09T00:00:00,Avg,730.8,0.6144,24.2,14.7,39,67.4,6.2,11,34.1,239,3.6,1827
Parkway East,2017-09-07T00:00:00,Avg,729,0.3786,7,8.4,15.4,78.9,14,7,42.8,237,3.6,885
Parkway East,2017-09-17T00:00:00,Avg,732.3,0.5284,3.6,6.9,10.5,79.7,21.9,13,45.9,120,1,1865
Parkway East,2017-09-25T00:00:00,Avg,730.7,0.5424,5.6,12.4,18.1,67,25.3,16,42.8,144,1.4,1846
Parkway East,2017-09-18T00:00:00,Avg,731,0.6047,8.6,11.6,20.3,78.9,22.2,16,42.3,89,1.3,2291
Parkway East,2017-10-15T00:00:00,Avg,727.8,0.3274,1.3,7.3,8.7,74.3,19.7,12,26.5,232,6.9,1249
Parkway East,2017-10-01T00:00:00,Avg,736.9,0.4274,2.2,5.8,8.1,62.6,13.2,6,56,58,1.3,986
Parkway East,2017-09-21T00:00:00,Avg,731.4,1.0786,12.8,16.4,29.2,72.7,23.4,23,51,66,1.2,3542
Parkway East,2017-09-26T00:00:00,Avg,729.5,0.6767,9.6,14.9,24.7,68.1,25.7,18,47.7,93,1.3,2411
Parkway East,2017-09-08T00:00:00,Avg,733.4,0.5309,7.5,9.7,17.3,71.7,15.5,6,43.3,297,2.9,1017
Parkway East,2017-11-07T00:00:00,Avg,733.3,0.5787,15.9,11.6,27.6,89.3,3.7,6,44,57,2.3,937
Parkway East,2017-09-06T00:00:00,Avg,726.6,0.6224,11.3,12.3,23.7,70.8,17.4,15,44.1,279,2.1,1799
Parkway East,2017-12-11T00:00:00,Avg,726.7,0.3134,5.4,12,17.5,59.2,1.5,11,26.5,227,3.9,1022
Parkway East,2017-12-10T00:00:00,Avg,727.7,0.2861,2,7.2,9.3,66.4,-0.7,11,28.1,254,6.9,577
Parkway East,2017-10-21T00:00:00,Avg,735.5,0.3857,2.4,10.3,12.8,67.9,15.9,14,33.3,121,1.6,2064
Parkway East,2017-11-25T00:00:00,Avg,723.6,0.5615,4.3,10.7,15.1,51.4,9.9,13,23.1,258,6.5,1275
Parkway East,2017-11-16T00:00:00,Avg,728.9,0.3749,7.2,8.4,15.7,75.8,6,6,28.3,274,6.5,620
Parkway East,2017-09-27T00:00:00,Avg,727.7,1.0512,7.3,16.4,23.8,66.3,25.1,23,44.9,23,2.3,2746
Parkway East,2017-10-10T00:00:00,Avg,731.9,0.551,9.5,11.4,21,70.2,22.3,11,51,20,1.6,1507
Parkway East,2017-12-14T00:00:00,Avg,724.5,0.5152,12,16,28.1,73.4,-3.1,10,34,321,4.2,1002
Parkway East,2017-12-05T00:00:00,Avg,727.3,0.349,3.1,10.3,13.5,74.1,8.7,9,27.2,207,6,1017
Parkway East,2017-10-09T00:00:00,Avg,726,0.5314,8,7.6,15.6,85.6,22.5,4,46.2,288,3,993
Parkway East,2017-12-09T00:00:00,Avg,724.6,0.4084,6.1,13.1,19.3,59.4,-1,10,27.2,220,3.5,966
Parkway East,2017-10-11T00:00:00,Avg,729.2,0.3592,4.2,8.6,12.5,83.8,20.5,9,50.3,124,2.1,1008
Parkway East,2017-10-26T00:00:00,Avg,726.9,0.5733,11.5,14.4,26,79.7,6.8,12,39.7,252,2.4,1385
Parkway East,2017-10-27T00:00:00,Avg,726.6,0.2298,1.4,8.3,9.8,62.4,12.5,8,32.4,151,3.6,844
Parkway East,2017-11-19T00:00:00,Avg,722.8,0.3279,3.4,5.2,8.7,77.6,3.3,3,30.6,294,7.8,336
Parkway East,2017-12-08T00:00:00,Avg,729.5,0.2286,2.6,8.5,11.2,61.3,-3.3,9,23,231,5.3,606
Parkway East,2017-10-25T00:00:00,Avg,724.2,0.2587,3.1,7.8,10.6,82.2,6.6,5,25,222,4.9,638
Parkway East,2018-02-20T00:00:00,Avg,733.3,0.2335,1.1,7,8.1,58.4,20.3,10,17.2,210,7.1,1097
Parkway East,2017-10-14T00:00:00,Avg,733,0.3106,2.5,5.6,8.1,75.1,19,10,29.3,140,1.9,1166
Parkway East,2017-10-16T00:00:00,Avg,733.5,0.4463,7.4,7.6,15.2,64.5,11.5,3,45.2,353,3.5,659
Parkway East,2017-10-17T00:00:00,Avg,736.2,0.5283,12.1,11.2,23.4,68,10.3,12,29.4,190,3,1828
Parkway East,2017-10-30T00:00:00,Avg,722.3,0.2536,3.6,6.7,10.4,68.6,6,7,31.2,255,7.8,501
